"Dim 1","Dim 2","Dim 3","Dim 4","Dim 5"
"1",0.134769587262087,0.524642976153492,0.00284819900047346,-0.0071649934624426,-0.317518938820301
"2",-0.603501033062332,-0.0850827761228682,0.185210053345178,0.0865331506372382,-0.279687856068128
"3",-0.672672844073571,-0.023107284666877,0.160561349560119,0.0197873528391753,-0.177426584588621
"4",-0.672672844073518,-0.0231072846669007,0.160561349560143,0.0197873528391613,-0.177426584588591
"5",-0.575314893606521,-0.297805994654355,0.14696816550839,0.0685784359917169,0.121256175182362
"6",-0.574171608575919,0.00479626354471618,0.462201632668952,-0.465206908526431,-0.0126737357261575
"7",-0.575314893606548,-0.29780599465426,0.146968165508406,0.0685784359916758,0.121256175182323
"8",-0.603501033062483,-0.0850827761227695,0.185210053345081,0.0865331506373238,-0.27968785606816
"9",-0.425155616957256,-0.256785392921242,-0.176077538689198,0.0737504668029989,0.121571087917974
"10",-0.170356497495795,0.0796721941365344,0.439151063993303,0.0833595602509868,-0.243648229171265
"11",-0.453341756413161,-0.0440621743898213,-0.137835650852471,0.0917051814486562,-0.279372943332505
"12",-0.393201573850643,-0.0343913862759048,0.767855671947244,0.718377101682378,0.118639118748447
"13",0.209800254115965,0.0465767302387832,-0.341018198669732,-0.374666291354222,0.066759068978996
"14",-0.287262901823442,0.0291473364513189,-0.401732892685237,0.098737482822267,-0.279902774390341
"15",0.218691647370377,0.424205796882015,0.378376807671242,-0.00207827427911745,-0.382067394360183
"16",0.0233909742139635,-0.072294235305765,0.250495749770401,-0.0442888699803101,0.17023178262952
"17",0.847102579879519,-0.013885869731893,0.744999273247397,0.178463325685247,-0.0879947482254779
"18",-0.106437877123009,-0.067653382335386,0.245924747360695,-0.386870623539121,0.0669739873011786
"19",0.178969099336975,0.0143155929656257,-0.26233496667838,0.0611314989586405,-0.400233065792265
"20",-0.0206955435014329,0.0971670351020135,-0.44074618079549,0.38726687895255,0.0863676355426148
"21",-0.571015011498004,0.0423535000663222,0.0937138607617917,0.364803796772916,0.150816096669005
"22",-0.418785460104822,0.313910229880383,0.337491918239634,0.107566067813114,-0.265315747217237
"23",-0.574171608575919,0.00479626354484592,0.462201632668992,-0.465206908526462,-0.0126737357261991
"24",-0.67267284407355,-0.023107284666936,0.160561349560173,0.0197873528391418,-0.177426584588684
"25",-0.421387713306592,0.178331832255456,0.80609755978395,0.736331816328023,-0.282304912502028
"26",0.00230514454842618,-0.156400944060067,0.0259630821479881,0.0329215190595882,0.1669680511062
"27",0.301870381315674,-0.13514357983738,0.876539425836802,1.04413443265802,0.131806751089629
"28",-0.672672844073515,-0.0231072846669218,0.160561349560121,0.0197873528391426,-0.177426584588685
"29",-0.340400247668436,0.281327925444412,0.458403151801318,0.674758049341128,-0.1797287282869
"30",-0.0826783356261605,-0.121332622450428,-0.197880784324073,0.0234676299822294,0.988908656512894
"31",-0.14438244532666,-0.133053450938965,-0.412655971955415,0.066659429537071,-0.135898587928216
"32",-0.603501033062431,-0.0850827761228587,0.185210053345167,0.0865331506373489,-0.279687856068159
"33",0.150549562813409,0.222294345589384,-0.539259217370819,0.315228520723913,0.0899462798015888
"34",0.397037063475564,0.252503180083641,0.0170892156368403,-0.0148609581134786,0.0191915496259496
"35",-0.254776880259024,0.156583612640504,-0.493229085268625,0.37700812895782,0.150601178346819
"36",0.0679118144440135,-0.648342260562452,0.0213111367127412,0.0341494349275327,0.14933694463998
"37",-0.287262901823457,0.0291473364513228,-0.401732892685245,0.0987374828222525,-0.279902774390344
"38",0.302193196648037,-0.485809572455238,0.574802896010504,-0.542178554117514,0.0604136802374338
"39",-0.575314893606519,-0.297805994654269,0.146968165508407,0.0685784359916758,0.121256175182321
"40",-0.390599320648914,0.101187011348967,0.29925003040288,0.0896113531674416,0.135628284033244
"41",-0.356434712834564,0.0911228279072496,-0.426381596470255,0.0319916850240452,-0.17764150291087
"42",0.152105700931901,0.195631436577715,-0.252678283904618,0.0162955941369932,0.0886739534046806
"43",-0.574171608575919,0.00479626354484583,0.46220163266899,-0.465206908526462,-0.0126737357261988
"44",-0.0470244948596406,-0.407752160926303,-0.426249156007165,0.115450512689605,0.16278417184279
"45",-0.0186252687574673,0.327703163183067,0.126077580879939,0.12485711918142,-0.330079121079278
"46",0.799742564653075,0.44928741496676,-0.0786276866543097,0.410950576146753,0.172310443194497
"47",0.202090850540836,-0.135665095266757,0.137079056864481,0.0874042487805635,-0.193077808955119
"48",-0.571015011497998,0.0423535000663228,0.0937138607617869,0.364803796772916,0.150816096669004
"49",-0.254776880259024,0.156583612640504,-0.493229085268625,0.37700812895782,0.150601178346819
"50",-0.603501033062431,-0.0850827761228587,0.185210053345167,0.0865331506373489,-0.279687856068159
"51",0.721544450239446,-0.244254305093909,0.879685535015174,0.947889566867253,0.157052913394565
"52",-0.287262901823457,0.0291473364513228,-0.401732892685245,0.0987374828222525,-0.279902774390344
"53",-0.343164229203736,-0.253221160601504,0.233883187042184,0.0207137021333491,0.0651594265846038
"54",-0.603501033062431,-0.0850827761228587,0.185210053345167,0.0865331506373489,-0.279687856068159
"55",0.411931469729351,0.249469283609396,-0.0733213547007655,0.267367271606921,0.135873074047652
"56",-0.603501033062431,-0.0850827761228587,0.185210053345167,0.0865331506373489,-0.279687856068159
"57",-0.672672844073538,-0.0231072846669318,0.160561349560157,0.0197873528391416,-0.177426584588685
"58",0.0565672950851166,-0.143836336413232,0.327730095758797,-0.532106119135618,-0.0467880535423004
