Search Results,"(""capri-sun"" OR ""capri sun"") AND (""quality"" OR ""genuine"" OR ""authentic"" OR ""sophisticated"" OR ""novel"" OR ""young"" OR ""refreshing"" OR ""cool"" OR ""comforting"" OR ""relaxing"" OR ""fun"" OR ""good"" OR ""great"" OR ""tasty"" OR ""inspirational"" OR ""optimistic"" OR ""happy"" OR ""confident"" OR ""cynical"" OR ""ambitious"" OR ""selfish"" OR ""superstitious"" OR ""practical"" OR ""creative"" OR ""emotional"" OR ""stylish"" OR ""impulsive"" OR ""political"" OR ""responsible"" OR ""spiritual"") between 20-Mar-2013 and 18-Sep-2013 language=English in Twitter",19800 total results,Showing from 1 to 15000,,,,,,,,,,
,,,,,,,,,,,,,
host,link,time,auth,follower,following,age,gender,country,location,sentiment,contents,uniqueid,authname
http://twitter.com/wowzaahaley,http://twitter.com/wowzaahaley/statuses/364511128690638848,2013-08-05T22:20:00Z,4,124,63,,,,your local gay bar,,RT @DannyTanner live fast die young drink capri sun,3.64511E+17,Haley Larson
http://twitter.com/mc_024,http://twitter.com/mc_024/statuses/364511068728463363,2013-08-05T22:19:45Z,5,361,190,,,,Fremont,,RT @peiighton77 “@DannyTanner: live fast die young drink capri sun” @mc_024,3.64511E+17,McKenzie Colston
http://twitter.com/imthebest78,http://twitter.com/imthebest78/statuses/364510708387835904,2013-08-05T22:18:19Z,1,10,33,,,,,,RT @TheAwkwardFun Its all fun and games until you realize your Capri Sun has no straw then shit gets real.,3.64511E+17,Hello
http://twitter.com/emily_morgann,http://twitter.com/emily_morgann/statuses/364510051694043136,2013-08-05T22:15:43Z,5,325,288,,,,,,RT @DannyTanner live fast die young drink capri sun,3.6451E+17,eოîℓყ ɖoωɳṩ
http://twitter.com/apandaj,http://twitter.com/ApandaJ/statuses/364510020358397953,2013-08-05T22:15:35Z,4,134,359,,,,,,RT @DannyTanner live fast die young drink capri sun,3.6451E+17,Amanda
http://twitter.com/efreudenau,http://twitter.com/Efreudenau/statuses/364509385508536320,2013-08-05T22:13:04Z,3,141,148,,,,,,RT @DannyTanner live fast die young drink capri sun,3.64509E+17,Ella freudenau
http://twitter.com/ashley_hodnett,http://twitter.com/Ashley_Hodnett/statuses/364509162379546624,2013-08-05T22:12:11Z,4,256,319,,,US,"LA, USA",,RT @DannyTanner live fast die young drink capri sun,3.64509E+17,A.Hod
http://twitter.com/its_savz_maynee,http://twitter.com/Its_SaVz_Maynee/statuses/364508967373766656,2013-08-05T22:11:24Z,6,790,320,,,,Gian's lap♥,,''Live fast  die young  drink Capri Sun'',3.64509E+17,S.Cole∞
http://twitter.com/lmack08,http://twitter.com/lmack08/statuses/364508648934219776,2013-08-05T22:10:08Z,4,94,93,,,US,"United States, MA",,RT @DannyTanner live fast die young drink capri sun,3.64509E+17,Lauren McNamara
http://twitter.com/coconutharryy,http://twitter.com/coconutharryy/statuses/364508063228628993,2013-08-05T22:07:49Z,6,951,705,,,,0/4 wheatus&applebee's&shane/5,,live fast die young drink capri sun,3.64508E+17,Luke Hemmings
http://twitter.com/summerabston_98,http://twitter.com/summerabston_98/statuses/364507082877571072,2013-08-05T22:03:55Z,4,348,1283,,,US,California here we come...,,RT @DannyTanner live fast die young drink capri sun,3.64507E+17,Summer
http://twitter.com/catchmeumballin,http://twitter.com/catchMeUmBallin/statuses/364506757915086849,2013-08-05T22:02:37Z,3,55,223,,,,So Much Drama In the GBG,,RT @DannyTanner live fast die young drink capri sun,3.64507E+17,Tan Wilder
http://twitter.com/hiimkatiexo,http://twitter.com/hiimkatiexo/statuses/364506474158239744,2013-08-05T22:01:30Z,5,482,291,,,,,,RT @DannyTanner live fast die young drink capri sun,3.64506E+17,кαтιє
http://twitter.com/itssophs,http://twitter.com/itssophs/statuses/364505450370183169,2013-08-05T21:57:26Z,4,237,209,,,US,"Bay Area, Ca",,“@DannyTanner: live fast die young drink capri sun” @Megan_Paddack @amyditoo HAHHAAA just got the funniest flashback 😂😷,3.64505E+17,Sophia Stathis
http://twitter.com/starburstkirst,http://twitter.com/StarburstKirst/statuses/364505289925853184,2013-08-05T21:56:47Z,5,638,589,,,GB,SCOTLAND ☔,,Live fast. Die Young. Drink Capri Sun. Bon Nuit mon amour,3.64505E+17,Kirsten
http://twitter.com/dimples_lover22,http://twitter.com/Dimples_lover22/statuses/364505255347621889,2013-08-05T21:56:39Z,4,237,423,,,,,,Its all fun and games until you realize your Capri Sun has no straw then shit gets real.,3.64505E+17,Jocelyninthehizhouse
http://twitter.com/dylan_c23,http://twitter.com/Dylan_C23/statuses/364504843139825665,2013-08-05T21:55:01Z,5,242,141,,,,CURACAO'☀,,RT @x_dstny live fast die young drink capri sun.,3.64505E+17,Alexander
http://twitter.com/x_dstny,http://twitter.com/x_dstny/statuses/364504657978073089,2013-08-05T21:54:17Z,6,1590,883,,,,idk  |   JC♥,,live fast die young drink capri sun.,3.64505E+17,Scorptiny ☯
http://twitter.com/mjalonen,http://twitter.com/MJalonen/statuses/364504609873596417,2013-08-05T21:54:05Z,5,280,151,,,,,,RT @DannyTanner live fast die young drink capri sun,3.64505E+17,Marissa
http://twitter.com/savv69bixler,http://twitter.com/savv69bixler/statuses/364504483457695744,2013-08-05T21:53:35Z,6,1048,782,,,US,pa.,,RT @DannyTanner live fast die young drink capri sun,3.64504E+17,Savannah.
http://twitter.com/itssophs,http://twitter.com/itssophs/statuses/364504444194402304,2013-08-05T21:53:26Z,4,237,209,,,US,"Bay Area, Ca",,RT @DannyTanner live fast die young drink capri sun,3.64504E+17,Sophia Stathis
http://twitter.com/iamthemoneyy,http://twitter.com/iAmTheMoneyy/statuses/364503884917506048,2013-08-05T21:51:12Z,5,326,267,,,US,South Central Los Angeles ,,Cool story bro!! RT @JayEye13: Man I can never stop drinking a capri sun I always kill it off the second time I pick it up lol,3.64504E+17,J. Money
http://twitter.com/carolynpeezy,http://twitter.com/carolynpeezy/statuses/364503850335469569,2013-08-05T21:51:04Z,4,199,230,,,,,,"I like tumblr because it always gives me inspiring quotes to live by such as  ""Live fast die young drink Capri Sun.""",3.64504E+17,Carolyn Pease
http://twitter.com/i_ivan2,http://twitter.com/i_ivan2/statuses/364503720651792384,2013-08-05T21:50:33Z,3,89,108,,,,,,RT @DannyTanner live fast die young drink capri sun,3.64504E+17,*emoji
http://twitter.com/lalalalalaina,http://twitter.com/lalalalalaina/statuses/364503426064859136,2013-08-05T21:49:23Z,5,359,230,,,,Alaina's world,,Live fast die young drink capri sun,3.64503E+17,Alaina ♥;
http://twitter.com/asapknoxy,http://twitter.com/asapknoxy/statuses/364502872488022016,2013-08-05T21:47:11Z,5,180,71,,,,,,Live fast die young drink Capri sun,3.64503E+17,Foxy Knoxy
http://twitter.com/5uprnatural,http://twitter.com/5uprnatural/statuses/364502834986754049,2013-08-05T21:47:02Z,4,119,87,,,US,"texarkana, tx",,live fast die young drink capri sun,3.64503E+17,♡it's sidney♡
http://twitter.com/skylardev,http://twitter.com/SkylarDev/statuses/364502759649079296,2013-08-05T21:46:44Z,3,99,147,,,,,,RT @DannyTanner live fast die young drink capri sun,3.64503E+17,skylar devorin
http://twitter.com/elitorres510,http://twitter.com/elitorres510/statuses/364502650047299585,2013-08-05T21:46:18Z,4,113,92,,,,,,RT @DannyTanner live fast die young drink capri sun,3.64503E+17,â¿Eliana Torresâ¿
http://twitter.com/alexiswilson49,http://twitter.com/alexiswilson49/statuses/364502574164361216,2013-08-05T21:46:00Z,3,97,223,,,,,,RT @DannyTanner live fast die young drink capri sun,3.64503E+17,Alexis Wilson
http://twitter.com/ezanolla,http://twitter.com/EZanolla/statuses/364502418752798721,2013-08-05T21:45:23Z,3,71,196,,,,,,“@DannyTanner: live fast die young drink capri sun”,3.64502E+17,Erin Zanolla
http://twitter.com/ashaleyleyley,http://twitter.com/ashaleyleyley/statuses/364502241405050880,2013-08-05T21:44:41Z,6,5954,6429,,,,,,Live fast  die young  drink capri sun,3.64502E+17,Ashleyyyyy
http://twitter.com/kateleigh_beth,http://twitter.com/kateleigh_beth/statuses/364502038409125888,2013-08-05T21:43:52Z,5,447,384,,,,,,RT @DannyTanner live fast die young drink capri sun,3.64502E+17,Katie Lowe
http://twitter.com/skipthesloth93,http://twitter.com/skipthesloth93/statuses/364501838059433984,2013-08-05T21:43:05Z,5,737,2000,,,,B.A.P Baby,,Omg good lunch xD turkey quacomole sandwich with a fruit cup and capri sun http://t.co/fdsJgcKIJ1,3.64502E+17,JenTheChen06
http://twitter.com/katnip713,http://twitter.com/Katnip713/statuses/364501650817294336,2013-08-05T21:42:20Z,5,933,1984,,,,In Yo Pants(;,,RT @TheAwkwardFun Its all fun and games until you realize your Capri Sun has no straw then shit gets real.,3.64502E+17,Katrina Curran
http://twitter.com/yasminkasbi,http://twitter.com/yasminkasbi/statuses/364501571742498816,2013-08-05T21:42:01Z,4,282,302,,,,melrose,,RT @DannyTanner live fast die young drink capri sun,3.64502E+17,yasmin
http://twitter.com/yenika_,http://twitter.com/yenika_/statuses/364501519132925952,2013-08-05T21:41:48Z,4,181,383,,,US,tampa flll☀,,RT @DannyTanner live fast die young drink capri sun,3.64502E+17,Yenika Conde ✫
http://twitter.com/jsjentry,http://twitter.com/JsJentry/statuses/364501426472370177,2013-08-05T21:41:26Z,5,583,1071,,,US,"Elkhart, Kansas",,"""@TheAwkwardFun: Its all fun and games until you realize your Capri Sun has no straw then shit gets real."" @ShayleeDenae",3.64501E+17,Jentry Strothman
http://twitter.com/august5sos,http://twitter.com/August5SOS/statuses/364501235518283777,2013-08-05T21:40:41Z,3,72,381,,,,DVO PHL,,“@TheAwkwardFun: Its all fun and games until you realize your Capri Sun has no straw then shit gets real.” 😂😂,3.64501E+17,aye wub yow  ∞
http://twitter.com/averagejoeswag,http://twitter.com/AverageJoeswag/statuses/364501215490883584,2013-08-05T21:40:36Z,3,110,115,,,,,,RT @DannyTanner live fast die young drink capri sun,3.64501E+17,Joe Titus
http://twitter.com/saggyolddoofis,http://twitter.com/saggyolddoofis/statuses/364500429255606273,2013-08-05T21:37:29Z,4,184,970,,,,,,RT @TheAwkwardFun Its all fun and games until you realize your Capri Sun has no straw then shit gets real.,3.645E+17,abby katz
http://twitter.com/tasha_songz143,http://twitter.com/Tasha_songz143/statuses/364500339602370561,2013-08-05T21:37:07Z,5,389,904,,,,Sweet T&T!!!,,RT @TheAwkwardFun Its all fun and games until you realize your Capri Sun has no straw then shit gets real.,3.645E+17,Kisses A ™
http://twitter.com/abobnock,http://twitter.com/ABobnock/statuses/364500125575426048,2013-08-05T21:36:16Z,4,760,1769,,,,,,RT @TheAwkwardFun Its all fun and games until you realize your Capri Sun has no straw then shit gets real.,3.645E+17,amber lynn
http://twitter.com/annenunan,http://twitter.com/AnneNunan/statuses/364500082374500352,2013-08-05T21:36:06Z,4,230,607,,,,Limerick !,,RT @TheAwkwardFun Its all fun and games until you realize your Capri Sun has no straw then shit gets real.,3.645E+17,Anne_69
http://twitter.com/im_weirdd,http://twitter.com/im_weirdd/statuses/364500062732578818,2013-08-05T21:36:01Z,2,28,98,,,,,,RT @TheAwkwardFun Its all fun and games until you realize your Capri Sun has no straw then shit gets real.,3.645E+17,Theresa XD
http://twitter.com/shannonokeefe1d,http://twitter.com/ShannonOkeefe1D/statuses/364499771517853696,2013-08-05T21:34:52Z,4,243,381,,,,carlisle,,RT @TheAwkwardFun Its all fun and games until you realize your Capri Sun has no straw then shit gets real.,3.645E+17,Shannon O'Keefe
http://twitter.com/moncho_lerato,http://twitter.com/Moncho_Lerato/statuses/364499100240474112,2013-08-05T21:32:12Z,5,487,1139,,,,Protea Glen Ext 3,,"Lol :""""""D RT @TheAwkwardFun: Its all fun and games until you realize your Capri Sun has no straw then shit gets real.""",3.64499E+17,M@m@ P♥3KILU✗™
http://twitter.com/coouurrtt_lewis,http://twitter.com/coouurrtt_lewis/statuses/364499024747175936,2013-08-05T21:31:54Z,4,222,378,,,,gutersloh,,RT @TheAwkwardFun Its all fun and games until you realize your Capri Sun has no straw then shit gets real.,3.64499E+17,courtney lewis
http://twitter.com/gracefrenchay,http://twitter.com/gracefrenchay/statuses/364498843523481600,2013-08-05T21:31:11Z,3,50,119,,,,,,“@DannyTanner: live fast die young drink capri sun” the motto,3.64499E+17,Grace French
http://twitter.com/gracefrenchay,http://twitter.com/gracefrenchay/statuses/364498804281589760,2013-08-05T21:31:01Z,3,50,119,,,,,,RT @DannyTanner live fast die young drink capri sun,3.64499E+17,Grace French
http://twitter.com/nicknadreau,http://twitter.com/NickNadreau/statuses/364498419890397185,2013-08-05T21:29:30Z,5,365,476,,,,"CHI-RAQ , DRILLINOIS",,RT @DannyTanner live fast die young drink capri sun,3.64498E+17,Mr Solo Dolo
http://twitter.com/zoot_,http://twitter.com/Zoot_/statuses/364498339968348160,2013-08-05T21:29:10Z,3,62,122,,,,Newtyle,,RT @TheAwkwardFun Its all fun and games until you realize your Capri Sun has no straw then shit gets real.,3.64498E+17,Lynn Simpson
http://twitter.com/taylaosborne,http://twitter.com/taylaosborne/statuses/364498172531720192,2013-08-05T21:28:31Z,4,135,135,,,US,Massachusetts,,RT @DannyTanner live fast die young drink capri sun,3.64498E+17,Tayla Osborne
http://twitter.com/kati_k_r,http://twitter.com/Kati_K_R/statuses/364498145238974464,2013-08-05T21:28:24Z,2,39,101,,,,,,RT @DannyTanner live fast die young drink capri sun,3.64498E+17,Kati Radman
http://twitter.com/kelecarr,http://twitter.com/kelEcarr/statuses/364498056592363520,2013-08-05T21:28:03Z,4,169,487,,,,,,RT @DannyTanner live fast die young drink capri sun,3.64498E+17,Kelly Carr
http://twitter.com/darkambition77,http://twitter.com/DarkAmbition77/statuses/364497702664814592,2013-08-05T21:26:39Z,3,73,207,,,,At Wario's fixing his bike,,RT @TheAwkwardFun Its all fun and games until you realize your Capri Sun has no straw then shit gets real.,3.64498E+17,♚Martin 4.5♚
http://twitter.com/sophomore_intro,http://twitter.com/Sophomore_Intro/statuses/364497658599063552,2013-08-05T21:26:28Z,6,2486,2130,,,US,Indiana ✈ Missouri .,,"""@TheAwkwardFun: Its all fun and games until you realize your Capri Sun has no straw then shit gets real.""",3.64498E+17,THOTS & PIZZA ROLLS✌
http://twitter.com/alexandrameagan,http://twitter.com/alexandrameagan/statuses/364497509655130112,2013-08-05T21:25:53Z,5,413,413,,,,with jason,,RT @DannyTanner live fast die young drink capri sun,3.64498E+17,alex.
http://twitter.com/woahrelatable,http://twitter.com/WoahRelatable/statuses/364497449852743680,2013-08-05T21:25:38Z,4,774,18,,,IN,delhi,,RT @TheAwkwardFun Its all fun and games until you realize your Capri Sun has no straw then shit gets real.,3.64497E+17,Minion
http://twitter.com/dakota_wright13,http://twitter.com/Dakota_Wright13/statuses/364497426897313792,2013-08-05T21:25:33Z,4,139,123,,,,,,RT @DannyTanner live fast die young drink capri sun,3.64497E+17,Dakota Wright
http://twitter.com/bfmeeks75,http://twitter.com/bfmeeks75/statuses/364497125582700545,2013-08-05T21:24:21Z,1,14,222,,,,,,@MelissaRauch That old straw would hardly open the old Capri Sun but would have been a great prison shank. Stabbed my thumbs a lit.,3.64497E+17,@BMeeks
http://twitter.com/selena_ruscin,http://twitter.com/selena_ruscin/statuses/364496864965832704,2013-08-05T21:23:19Z,3,107,64,,,,,,RT @Jumpmantrey3 Its all fun and games until you realize your Capri Sun has no straw then shit gets real.,3.64497E+17,Sel
http://twitter.com/jhovo11,http://twitter.com/Jhovo11/statuses/364496020597903360,2013-08-05T21:19:58Z,2,37,95,,,,,,RT @Jumpmantrey3 Its all fun and games until you realize your Capri Sun has no straw then shit gets real.,3.64496E+17,John
http://twitter.com/alibueche,http://twitter.com/AliBueche/statuses/364495824568729600,2013-08-05T21:19:11Z,5,343,188,,,,•Pretty in Pink•,,RT @DannyTanner live fast die young drink capri sun,3.64496E+17,Ali-Beth Bueche☇
http://twitter.com/markmentrik,http://twitter.com/markmentrik/statuses/364495479540678658,2013-08-05T21:17:48Z,4,171,369,,,US,"Mountain Top, Pennsylvania",,RT @DannyTanner live fast die young drink capri sun,3.64495E+17,Mark Mentrikoski
http://twitter.com/meganmckennaday,http://twitter.com/MeganMcKennaDay/statuses/364495467251380224,2013-08-05T21:17:46Z,4,127,114,,,,,,RT @DannyTanner live fast die young drink capri sun,3.64495E+17,ｍｅｇａｎ ｄａｙ∞
http://twitter.com/hidavidismyname,http://twitter.com/hidavidismyname/statuses/364495315455729664,2013-08-05T21:17:09Z,4,164,206,,,US,"Charlottesville, VA",,RT @DannyTanner live fast die young drink capri sun,3.64495E+17,David Chapman
http://twitter.com/kassnova,http://twitter.com/kassnova/statuses/364494661001289728,2013-08-05T21:14:33Z,5,520,417,,,,,,Live fast die young drink capri sun,3.64495E+17,kassandra
http://twitter.com/carlaking900,http://twitter.com/carlaking900/statuses/364494498124288000,2013-08-05T21:13:54Z,5,1023,2002,,,GB,"Wishaw,Lanarkshire, Scotland",,RT @TheAwkwardFun Its all fun and games until you realize your Capri Sun has no straw then shit gets real.,3.64494E+17,Carla King.WWEFamily
http://twitter.com/rachel__fish,http://twitter.com/rachel__fish/statuses/364494446718894081,2013-08-05T21:13:42Z,4,236,129,,,,,,RT @DannyTanner live fast die young drink capri sun,3.64494E+17,Rachel Fish
http://twitter.com/tacofairyy,http://twitter.com/TacoFairyy/statuses/364494383615582208,2013-08-05T21:13:27Z,4,145,280,,,US,"Rochester, NY",,RT @DannyTanner live fast die young drink capri sun,3.64494E+17,☮.cate.☯
http://twitter.com/fashionfantasie,http://twitter.com/Fashionfantasie/statuses/364494376325873664,2013-08-05T21:13:25Z,3,36,247,,,,,,RT @DannyTanner live fast die young drink capri sun,3.64494E+17,Fashion fantasy
http://twitter.com/gstead96,http://twitter.com/gstead96/statuses/364494140983480320,2013-08-05T21:12:29Z,2,34,67,,,,,,RT @DannyTanner live fast die young drink capri sun,3.64494E+17,Gabby Stead
http://twitter.com/big_al_5,http://twitter.com/Big_Al_5/statuses/364494140899201024,2013-08-05T21:12:29Z,4,207,193,,,,,,RT @DannyTanner live fast die young drink capri sun,3.64494E+17,Ali Bastianelli
http://twitter.com/dani_venezia,http://twitter.com/dani_venezia/statuses/364494022649581568,2013-08-05T21:12:01Z,4,292,351,,,,,,RT @DannyTanner live fast die young drink capri sun,3.64494E+17,Dani Venezia
http://twitter.com/livbuttigheri,http://twitter.com/livbuttigheri/statuses/364493322452480000,2013-08-05T21:09:14Z,3,104,100,,,,,,RT @DannyTanner live fast die young drink capri sun,3.64493E+17,Olivia Buttigheri
http://twitter.com/sydneytroski,http://twitter.com/SydneyTroski/statuses/364493302092939265,2013-08-05T21:09:09Z,4,287,536,,,,740,,RT @ibemakinbabys live fast die young drink capri sun,3.64493E+17,Sydney
http://twitter.com/kiraanicoleebby,http://twitter.com/Kiraanicoleebby/statuses/364493188532568065,2013-08-05T21:08:42Z,4,223,135,,,,,,RT @savannahwead “@DannyTanner: live fast die young drink capri sun” @Kiraanicoleebby,3.64493E+17,• Vanilla Ice •
http://twitter.com/rachkreuzer35,http://twitter.com/rachkreuzer35/statuses/364493129128632320,2013-08-05T21:08:28Z,4,170,230,,,,,,RT @DannyTanner live fast die young drink capri sun,3.64493E+17,Rach
http://twitter.com/maeve_denning,http://twitter.com/maeve_denning/statuses/364492993568317442,2013-08-05T21:07:56Z,4,316,532,,,,,,“@DannyTanner: live fast die young drink capri sun” @ShannonGarvey24,3.64493E+17,Maeve Denning
http://twitter.com/savannahwead,http://twitter.com/savannahwead/statuses/364492815742799872,2013-08-05T21:07:13Z,4,326,241,,,,,,“@DannyTanner: live fast die young drink capri sun” @Kiraanicoleebby,3.64493E+17,Savannah Wead
http://twitter.com/xoannaxo20,http://twitter.com/xoannaxo20/statuses/364492584254971904,2013-08-05T21:06:18Z,5,401,471,,,,,,RT @KelseyMh14 “@DannyTanner: live fast die young drink capri sun” RFT,3.64493E+17,Arianna Ventura
http://twitter.com/jackfoster82,http://twitter.com/Jackfoster82/statuses/364492576205713408,2013-08-05T21:06:16Z,3,69,140,,,US,"orange county, CA",,RT @DannyTanner live fast die young drink capri sun,3.64493E+17,Jack foster
http://twitter.com/harleydunlap,http://twitter.com/HarleyDunlap/statuses/364492207858143232,2013-08-05T21:04:48Z,4,137,58,,,,,,RT @DannyTanner live fast die young drink capri sun,3.64492E+17,harley♡
